基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
创金合信研究精选股票A,010001,2.60亿元（2020-11-04）,18.41%,--,--,--,--,20.55%,王妍,67天,20.55%,1年又11天
招商景气优选股票C,009865,18.76亿元（2020-11-18）,9.21%,--,--,--,--,9.29%,付斌,53天,9.29%,5年又363天
招商产业精选股票C,010342,8.18亿元（2020-12-16）,--,--,--,--,--,12.10%,贾成东,25天,12.10%,5年又345天
招商景气优选股票A,009864,60.59亿元（2020-11-18）,9.30%,--,--,--,--,9.41%,付斌,53天,9.41%,5年又363天
招商产业精选股票A,010341,71.12亿元（2020-12-16）,--,--,--,--,--,12.15%,贾成东,25天,12.15%,5年又345天
民生加银成长优选股票,010420,49.87亿元（2020-11-27）,5.92%,--,--,--,--,6.48%,孙伟,44天,6.48%,6年又189天
创金合信新材料新能源股票C,011143,0.36亿元（2020-12-30）,--,--,--,--,--,5.52%,李游,11天,5.52%,4年又70天
创金合信新材料新能源股票A,011142,0.39亿元（2020-12-30）,--,--,--,--,--,5.54%,李游,11天,5.54%,4年又70天
创金合信创新驱动股票A,010495,4.86亿元（2020-12-30）,--,--,--,--,--,3.42%,周志敏,11天,3.42%,3年又14天
富国消费精选30股票,010409,32.35亿元（2020-11-05）,4.09%,--,--,--,--,4.00%,王园园,66天,4.00%,3年又209天
银华品质消费股票,009852,18.87亿元（2020-11-11）,6.50%,--,--,--,--,6.93%,张萍,60天,6.93%,2年又66天
创金合信创新驱动股票C,010496,0.26亿元（2020-12-30）,--,--,--,--,--,3.40%,周志敏,11天,3.40%,3年又14天
广发瑞安精选股票C,010162,2.22亿元（2020-12-16）,--,--,--,--,--,2.69%,费逸,25天,2.69%,3年又176天
广发瑞安精选股票A,010161,26.70亿元（2020-12-16）,--,--,--,--,--,2.72%,费逸,25天,2.72%,3年又176天
国寿安保创新医药股票C,009503,0.92亿元（2020-12-28）,--,--,--,--,--,0.00%,刘志军,13天,0.00%,2年又270天
国寿安保创新医药股票A,009502,1.23亿元（2020-12-28）,--,--,--,--,--,0.01%,刘志军,13天,0.01%,2年又270天
申万菱信医药先锋股票,005433,8.80亿元（2020-11-16）,0.50%,--,--,--,--,0.50%,杨扬/孙琳,55天,0.50%,205天/6年又349天
